Kyadondo,Wakiso,Nabweru,Maganjo,Kawempe Kirombe
Kyadondo,Wakiso,Nabweru,Maganjo,Jinja Kalori
Kyadondo,Wakiso,Nabweru,Maganjo,Kawempe Lukadde
Kyadondo,Wakiso,Nabweru,Kawanda,Nkokonjeru (Kagoma)
Kyadondo,Wakiso,Kiziba,Masuliita,Masuliita Town
Kyadondo,Wakiso,Kiziba,Masuliita,Masuliita Kyalo
Busiro,Wakiso,Kiziba,Katikamu,Katikamu
Busiro,Wakiso,Wakiso,Lukwanga,Muyenje
Busiro,Wakiso,Wakiso,Lukwanga,Kibuye Nawango
Busiro,Wakiso,Wakiso,Naluvule,Naluvule
Busiro,Wakiso,Wakiso,Nakabugo,Kireka
Busiro,Wakiso,Wakiso,Nakabugo,Nakuwadde
Busiro,Wakiso,Wakiso,Bukasa,Kawoko
Busiro,Wakiso,Wakiso,Bukasa,Gombe
Busiro,Wakiso,Wakiso,Bukasa,Kigoma
Busiro,Wakiso,Wakiso,Bukasa,Namasanga
Busiro,Wakiso,Wakiso,Kyebando,Bujuuko
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Bongole
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Kanaaba
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Kanyanya
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Lubugumu
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Lufuka
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Lugga
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Mirimu
Kyadondo,Wakiso,Makindye Ssabagabo,Ndejje,Ndejje central
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Kakoola
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Kigo-Lunnya
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Kigo Prison
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Kitiko
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Kitiko-Birongo
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Lweza A
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Lweza B
Kyadondo,Wakiso,Makindye Ssabagabo,Mutungo,Mutungo Central
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Buggu
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Busaabala
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Gangu A
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Gangu B
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Gangu C
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Kabuuma
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Kibiri A
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Kibiri B
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Kirinda
Kyadondo,Wakiso,Makindye Ssabagabo,Busaabala,Ziranumbu
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Kibira A
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Kibira B
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Masajja A
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Masajja B
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Namasuba Central
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Namasuba Kalina
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Namasuba Kikajjo
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Namasuba Para
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Namasuba PWD
Kyadondo,Wakiso,Makindye Ssabagabo,Masajja,Ndikuttamada
Kyadondo,Wakiso,Makindye Ssabagabo,Mutundwe,Busingiri Nyanama
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Kikumbi
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Kirimanyaga
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Kisingiri
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Lubowa
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Lufuka
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Nankinga
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Nfuufu
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Ngobe
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Zzana
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Kyeyagalire
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Naziba
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Sseguku (Hilltop)
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Sseguku (Lower)
